path,copy,elbo_Y,rmsd,gdt_ts,gdt_ha,tm,lddt
./structures/1r/1rep.C.pdb,0,0.023948566988110542,1.658,0.8154,0.6343,0.9233,0.8571
./structures/1r/1rep.C.pdb,1,-0.050954099744558334,2.129,0.7629,0.5771,0.8817,0.8408
./structures/1r/1rep.C.pdb,2,-0.01639876328408718,1.505,0.854,0.6706,0.9403,0.8585
./structures/1r/1rep.C.pdb,3,0.05380932614207268,1.87,0.8014,0.6192,0.9122,0.8547
./structures/1r/1rep.C.pdb,4,-0.0012737630167976022,1.466,0.875,0.6928,0.9471,0.8656
./structures/1u/1uxm.K.pdb,0,0.2873733937740326,0.611,0.9886,0.902,0.9839,0.9534
./structures/1u/1uxm.K.pdb,1,0.27515578269958496,0.856,0.9739,0.8611,0.9762,0.9388
./structures/1u/1uxm.K.pdb,2,0.37573355436325073,0.783,0.982,0.902,0.9807,0.9529
./structures/1u/1uxm.K.pdb,3,0.32661324739456177,0.767,0.9853,0.9036,0.9813,0.9529
./structures/1u/1uxm.K.pdb,4,0.2940215468406677,0.857,0.9722,0.8824,0.9768,0.9404
./structures/1x/1x0g.A.pdb,0,0.15862268209457397,1.389,0.8971,0.7279,0.9117,0.8749
./structures/1x/1x0g.A.pdb,1,0.2019081562757492,1.498,0.9216,0.7917,0.9185,0.8997
./structures/1x/1x0g.A.pdb,2,0.13608896732330322,1.722,0.8873,0.7402,0.8975,0.8777
./structures/1x/1x0g.A.pdb,3,0.10752424597740173,1.492,0.8922,0.7255,0.9063,0.8797
./structures/1x/1x0g.A.pdb,4,0.16563484072685242,1.595,0.8799,0.7132,0.8939,0.8708
./structures/1x/1xju.B.pdb,0,-0.08515371382236481,5.6,0.7613,0.6548,0.7788,0.7817
./structures/1x/1xju.B.pdb,1,-0.05808970704674721,4.71,0.7871,0.6839,0.8014,0.7991
./structures/1x/1xju.B.pdb,2,0.09753775596618652,4.91,0.7742,0.6661,0.7934,0.7884
./structures/1x/1xju.B.pdb,3,-0.017796644940972328,6.113,0.7452,0.6452,0.7691,0.7656
./structures/1x/1xju.B.pdb,4,0.0712229385972023,5.012,0.7806,0.6935,0.7997,0.7847
./structures/1x/1xnt.A.pdb,0,-0.3793485462665558,3.255,0.7417,0.5364,0.8154,0.7396
./structures/1x/1xnt.A.pdb,1,-0.4215773642063141,3.814,0.755,0.5546,0.8229,0.7378
./structures/1x/1xnt.A.pdb,2,-0.47029387950897217,3.713,0.7285,0.5166,0.7991,0.708
./structures/1x/1xnt.A.pdb,3,-0.40002402663230896,3.656,0.7583,0.5579,0.821,0.7483
./structures/1x/1xnt.A.pdb,4,-0.43564194440841675,3.496,0.7616,0.5447,0.8204,0.7318
./structures/2h/2hdm.A.pdb,0,-0.8162740468978882,4.274,0.7872,0.625,0.7406,0.7615
./structures/2h/2hdm.A.pdb,1,-0.7051333785057068,5.187,0.777,0.652,0.7475,0.7749
./structures/2h/2hdm.A.pdb,2,-0.6193049550056458,5.414,0.7736,0.625,0.7463,0.7534
./structures/2h/2hdm.A.pdb,3,-0.59922194480896,5.244,0.7466,0.5912,0.729,0.7443
./structures/2h/2hdm.A.pdb,4,-0.6429330706596375,4.113,0.7905,0.6318,0.7564,0.7622
./structures/2o/2oug.C.pdb,0,-0.03379332274198532,3.18,0.773,0.5851,0.84,0.7583
./structures/2o/2oug.C.pdb,1,-0.027428731322288513,3.143,0.8085,0.6046,0.8615,0.7687
./structures/2o/2oug.C.pdb,2,-0.07831903547048569,3.255,0.8067,0.6099,0.8585,0.7682
./structures/2o/2oug.C.pdb,3,-0.11523191630840302,3.087,0.7996,0.6028,0.8506,0.77
./structures/2o/2oug.C.pdb,4,-0.11432497948408127,3.136,0.8085,0.6135,0.8593,0.7667
./structures/3h/3hdf.A.pdb,0,0.07392624020576477,4.274,0.6617,0.4831,0.7309,0.6877
./structures/3h/3hdf.A.pdb,1,0.04340236261487007,4.518,0.6485,0.4756,0.7108,0.6769
./structures/3h/3hdf.A.pdb,2,-0.002806958509609103,3.841,0.6654,0.4662,0.7281,0.6773
./structures/3h/3hdf.A.pdb,3,0.040935635566711426,4.129,0.6617,0.4793,0.7225,0.6839
./structures/3h/3hdf.A.pdb,4,0.09377802908420563,4.129,0.7086,0.5282,0.7675,0.6906
./structures/3i/3ifa.A.pdb,0,0.12513390183448792,3.486,0.9103,0.7653,0.9445,0.9217
./structures/3i/3ifa.A.pdb,1,0.15823644399642944,3.421,0.8865,0.7523,0.9361,0.9223
./structures/3i/3ifa.A.pdb,2,0.1130729615688324,2.291,0.9026,0.7761,0.9492,0.9217
./structures/3i/3ifa.A.pdb,3,0.13612517714500427,2.386,0.8942,0.7653,0.9411,0.9206
./structures/3i/3ifa.A.pdb,4,0.16285592317581177,3.664,0.8865,0.7523,0.9356,0.9151
./structures/3j/3j7w.B.pdb,0,-0.25104379653930664,17.543,0.516,0.3331,0.691,0.6643
./structures/3j/3j7w.B.pdb,1,-0.31805649399757385,15.399,0.5182,0.3265,0.7084,0.6815
./structures/3j/3j7w.B.pdb,2,-0.2871912717819214,15.562,0.5124,0.3258,0.7081,0.665
./structures/3j/3j7w.B.pdb,3,-0.30201709270477295,14.136,0.5343,0.3477,0.7205,0.6692
./structures/3j/3j7w.B.pdb,4,-0.32265010476112366,15.876,0.5306,0.3448,0.7117,0.6795
./structures/3j/3jv6.A.pdb,0,0.2367730736732483,0.712,0.9851,0.8812,0.9707,0.9516
./structures/3j/3jv6.A.pdb,1,0.2753888964653015,0.573,0.9827,0.8985,0.9773,0.9642
./structures/3j/3jv6.A.pdb,2,0.1878514587879181,0.844,0.9777,0.8589,0.963,0.9222
./structures/3j/3jv6.A.pdb,3,0.31108877062797546,1.06,0.9777,0.8787,0.9615,0.9454
./structures/3j/3jv6.A.pdb,4,0.18382956087589264,0.958,0.9777,0.8762,0.9623,0.9333
./structures/3k/3kuy.A.pdb,0,-0.5669564604759216,2.545,0.8464,0.6719,0.831,0.8639
./structures/3k/3kuy.A.pdb,1,-0.5553171038627625,1.389,0.8698,0.6979,0.895,0.8893
./structures/3k/3kuy.A.pdb,2,-0.5093465447425842,2.232,0.8359,0.6458,0.8448,0.8883
./structures/3k/3kuy.A.pdb,3,-0.5456027984619141,1.986,0.8542,0.6667,0.866,0.8575
./structures/3k/3kuy.A.pdb,4,-0.5456175208091736,1.705,0.8542,0.6667,0.8657,0.8865
./structures/3m/3m1b.F.pdb,0,0.26718688011169434,0.749,0.9596,0.803,0.9602,0.9014
./structures/3m/3m1b.F.pdb,1,0.32241374254226685,0.722,0.9747,0.8131,0.963,0.9093
./structures/3m/3m1b.F.pdb,2,0.3083345592021942,0.777,0.9621,0.7955,0.9575,0.8897
./structures/3m/3m1b.F.pdb,3,0.2974965572357178,0.836,0.9444,0.7828,0.9516,0.9124
./structures/3m/3m1b.F.pdb,4,0.22999884188175201,0.808,0.9596,0.7955,0.9549,0.9091
./structures/3o/3o44.A.pdb,0,-1.2339258193969727,40.714,0.2272,0.1756,0.2722,0.423
./structures/3o/3o44.A.pdb,1,-1.2356178760528564,45.972,0.2147,0.1833,0.2374,0.4227
./structures/3o/3o44.A.pdb,2,-1.1404423713684082,35.785,0.2689,0.1837,0.3541,0.4416
./structures/3o/3o44.A.pdb,3,-1.2120095491409302,47.265,0.2246,0.1786,0.2702,0.4392
./structures/3o/3o44.A.pdb,4,-1.1400253772735596,41.611,0.2186,0.1889,0.2429,0.4437
./structures/3q/3qy2.A.pdb,0,0.07674197107553482,4.98,0.869,0.7262,0.8665,0.876
./structures/3q/3qy2.A.pdb,1,0.05418343469500542,4.896,0.8738,0.7167,0.8648,0.8534
./structures/3q/3qy2.A.pdb,2,0.04069501534104347,5.25,0.8714,0.7381,0.8622,0.8674
./structures/3q/3qy2.A.pdb,3,0.003441120032221079,7.478,0.869,0.7286,0.8613,0.8688
./structures/3q/3qy2.A.pdb,4,-0.00019257643725723028,5.526,0.8643,0.7143,0.8579,0.8642
./structures/3t/3tp2.A.pdb,0,-0.15532948076725006,8.802,0.7044,0.5933,0.7644,0.7254
./structures/3t/3tp2.A.pdb,1,-0.2752123773097992,6.902,0.6856,0.5767,0.7502,0.7111
./structures/3t/3tp2.A.pdb,2,-0.3207465708255768,7.627,0.71,0.5778,0.7698,0.7055
./structures/3t/3tp2.A.pdb,3,-0.35250046849250793,9.396,0.6878,0.5822,0.739,0.6861
./structures/3t/3tp2.A.pdb,4,-0.21804118156433105,9.501,0.68,0.5689,0.7334,0.713
./structures/3u/3uyi.A.pdb,0,0.31790319085121155,8.939,0.847,0.7428,0.88,0.896
./structures/3u/3uyi.A.pdb,1,0.35627481341362,8.905,0.8478,0.762,0.8807,0.9052
./structures/3u/3uyi.A.pdb,2,0.30896204710006714,8.917,0.8486,0.7636,0.8835,0.9092
./structures/3u/3uyi.A.pdb,3,0.2914368212223053,8.883,0.8518,0.7692,0.8838,0.9087
./structures/3u/3uyi.A.pdb,4,0.32336682081222534,8.915,0.8518,0.7492,0.8821,0.9017
./structures/3z/3zwg.N.pdb,0,0.28069114685058594,1.046,0.9705,0.882,0.975,0.9419
./structures/3z/3zwg.N.pdb,1,0.2550469934940338,1.239,0.9565,0.8287,0.9659,0.9158
./structures/3z/3zwg.N.pdb,2,0.28290247917175293,1.464,0.9537,0.8596,0.9636,0.9226
./structures/3z/3zwg.N.pdb,3,0.2420213669538498,1.318,0.9565,0.8455,0.9625,0.9268
./structures/3z/3zwg.N.pdb,4,0.27595850825309753,1.24,0.9508,0.8427,0.9624,0.9257
./structures/4a/4aan.A.pdb,0,0.0015124153578653932,3.397,0.9037,0.7438,0.9397,0.8795
./structures/4a/4aan.A.pdb,1,0.01617569290101528,3.079,0.8797,0.7166,0.9373,0.8811
./structures/4a/4aan.A.pdb,2,0.046940647065639496,3.086,0.882,0.7166,0.9408,0.8735
./structures/4a/4aan.A.pdb,3,0.010980644263327122,3.693,0.9107,0.7601,0.9468,0.8855
./structures/4a/4aan.A.pdb,4,0.03388989344239235,4.055,0.8393,0.6615,0.9251,0.863
./structures/4g/4gqc.C.pdb,0,0.26661399006843567,0.652,0.9829,0.8975,0.983,0.9544
./structures/4g/4gqc.C.pdb,1,0.28009888529777527,0.76,0.9689,0.8199,0.9759,0.9166
./structures/4g/4gqc.C.pdb,2,0.24548420310020447,0.726,0.9767,0.8634,0.979,0.9326
./structures/4g/4gqc.C.pdb,3,0.2772946357727051,0.751,0.9783,0.8634,0.9781,0.9292
./structures/4g/4gqc.C.pdb,4,0.2241678386926651,0.876,0.9798,0.8509,0.977,0.935
./structures/4j/4j3o.F.pdb,0,-0.00029620001441799104,13.922,0.7338,0.5601,0.7913,0.7683
./structures/4j/4j3o.F.pdb,1,-0.004429104272276163,13.886,0.7468,0.5714,0.8114,0.7801
./structures/4j/4j3o.F.pdb,2,0.0007979781366884708,13.475,0.7597,0.5877,0.8194,0.7792
./structures/4j/4j3o.F.pdb,3,0.04852208495140076,14.413,0.7549,0.5795,0.803,0.7715
./structures/4j/4j3o.F.pdb,4,0.02515871822834015,13.666,0.7727,0.6023,0.819,0.7867
./structures/5h/5hk5.H.pdb,0,-0.45558205246925354,6.251,0.6954,0.5273,0.7178,0.8177
./structures/5h/5hk5.H.pdb,1,-0.702110230922699,6.821,0.6681,0.5147,0.6957,0.7626
./structures/5h/5hk5.H.pdb,2,-0.8284683227539062,7.831,0.6597,0.5063,0.6791,0.7584
./structures/5h/5hk5.H.pdb,3,-0.7160939574241638,8.483,0.687,0.5378,0.7086,0.7895
./structures/5h/5hk5.H.pdb,4,-0.6948436498641968,8.202,0.6765,0.521,0.6912,0.7757
./structures/4n/4nc9.C.pdb,0,-0.02357003092765808,9.797,0.6496,0.4762,0.7895,0.7464
./structures/4n/4nc9.C.pdb,1,0.04829810932278633,9.102,0.7153,0.5397,0.8334,0.7637
./structures/4n/4nc9.C.pdb,2,0.09554381668567657,7.985,0.711,0.5311,0.8489,0.7891
./structures/4n/4nc9.C.pdb,3,0.04139396920800209,9.129,0.6626,0.4841,0.8022,0.765
./structures/4n/4nc9.C.pdb,4,-0.53218013048172,18.238,0.5195,0.401,0.5967,0.5394
./structures/4o/4o0p.A.pdb,0,-0.3629923462867737,18.705,0.516,0.383,0.6201,0.7346
./structures/4o/4o0p.A.pdb,1,-0.2596680223941803,14.35,0.5211,0.3912,0.6275,0.7578
./structures/4o/4o0p.A.pdb,2,-0.2731917202472687,11.133,0.55,0.4072,0.6676,0.7765
./structures/4o/4o0p.A.pdb,3,-0.2783004939556122,8.354,0.5397,0.4021,0.682,0.7848
./structures/4o/4o0p.A.pdb,4,-0.3115112781524658,11.446,0.5077,0.382,0.6339,0.7646
./structures/4p/4phq.A.pdb,0,-0.021220026537775993,5.528,0.5318,0.3256,0.7332,0.6633
./structures/4p/4phq.A.pdb,1,0.04692596569657326,6.142,0.494,0.2912,0.6977,0.6579
./structures/4p/4phq.A.pdb,2,0.04825969785451889,6.294,0.4991,0.2912,0.7091,0.6578
./structures/4p/4phq.A.pdb,3,0.013115571811795235,4.939,0.5782,0.3668,0.7773,0.6546
./structures/4p/4phq.A.pdb,4,-0.04449353367090225,6.374,0.4863,0.2869,0.6749,0.6712
./structures/4p/4pyi.A.pdb,0,0.25556010007858276,1.973,0.9348,0.8116,0.95,0.9336
./structures/4p/4pyi.A.pdb,1,0.2891911268234253,1.941,0.93,0.7935,0.9491,0.9285
./structures/4p/4pyi.A.pdb,2,0.29017916321754456,1.986,0.93,0.808,0.9487,0.937
./structures/4p/4pyi.A.pdb,3,0.2771555483341217,1.935,0.9384,0.8176,0.9515,0.9367
./structures/4p/4pyi.A.pdb,4,0.2624209225177765,1.882,0.9444,0.8309,0.9542,0.9381
./structures/4q/4qhf.A.pdb,0,0.17788174748420715,1.959,0.906,0.7431,0.9122,0.895
./structures/4q/4qhf.A.pdb,1,0.1850045621395111,1.232,0.9243,0.7867,0.9396,0.9134
./structures/4q/4qhf.A.pdb,2,0.08672899752855301,1.719,0.8807,0.7133,0.9113,0.8804
./structures/4q/4qhf.A.pdb,3,0.10236277431249619,1.403,0.8968,0.7294,0.9174,0.8794
./structures/4q/4qhf.A.pdb,4,0.22432295978069305,1.261,0.9106,0.7362,0.9298,0.8899
./structures/4r/4rwn.A.pdb,0,0.11837877333164215,2.779,0.836,0.6612,0.9212,0.8469
./structures/4r/4rwn.A.pdb,1,0.1266121119260788,2.702,0.8309,0.6655,0.9209,0.8514
./structures/4r/4rwn.A.pdb,2,0.1431548148393631,2.856,0.8159,0.6497,0.9115,0.8448
./structures/4r/4rwn.A.pdb,3,0.07715089619159698,2.85,0.8152,0.6554,0.9114,0.8441
./structures/4r/4rwn.A.pdb,4,0.14202497899532318,2.671,0.8152,0.6619,0.9195,0.8501
./structures/4u/4uv2.D.pdb,0,-0.20189672708511353,4.732,0.7239,0.5272,0.8151,0.7535
./structures/4u/4uv2.D.pdb,1,-0.36774420738220215,3.739,0.7283,0.5348,0.8331,0.75
./structures/4u/4uv2.D.pdb,2,-0.16519775986671448,4.179,0.7098,0.5196,0.8187,0.7727
./structures/4u/4uv2.D.pdb,3,-0.20075032114982605,3.955,0.7467,0.5598,0.8324,0.7591
./structures/4u/4uv2.D.pdb,4,-0.30538666248321533,4.687,0.7185,0.537,0.8153,0.762
./structures/4y/4y0m.J.pdb,0,-0.0654882937669754,2.29,0.8956,0.7354,0.9285,0.8642
./structures/4y/4y0m.J.pdb,1,-0.03274346888065338,1.846,0.8908,0.7197,0.9358,0.8634
./structures/4y/4y0m.J.pdb,2,0.051322195678949356,2.165,0.9138,0.7816,0.9381,0.8755
./structures/4y/4y0m.J.pdb,3,0.06373204290866852,1.759,0.8981,0.7221,0.9387,0.8719
./structures/4y/4y0m.J.pdb,4,-0.028111010789871216,1.619,0.9053,0.7451,0.9448,0.8674
./structures/4z/4zrb.C.pdb,0,0.06989864259958267,5.786,0.9187,0.8415,0.9146,0.8962
./structures/4z/4zrb.C.pdb,1,-0.10115470737218857,4.509,0.9289,0.8476,0.9225,0.9014
./structures/4z/4zrb.C.pdb,2,0.1344541758298874,5.867,0.9248,0.8577,0.9186,0.9037
./structures/4z/4zrb.C.pdb,3,-0.08868318796157837,4.686,0.9228,0.8577,0.9207,0.9121
./structures/4z/4zrb.C.pdb,4,-0.0203084759414196,5.554,0.9329,0.8618,0.9221,0.9084
./structures/5l/5ly6.B.pdb,0,-0.49533388018608093,28.207,0.2431,0.1343,0.4138,0.4486
./structures/5l/5ly6.B.pdb,1,-0.4766843020915985,31.67,0.2537,0.1412,0.4203,0.4554
./structures/5l/5ly6.B.pdb,2,-0.39990463852882385,24.397,0.2473,0.1316,0.4285,0.4536
./structures/5l/5ly6.B.pdb,3,-0.5841609835624695,28.516,0.2256,0.1221,0.3979,0.4338
./structures/5l/5ly6.B.pdb,4,-0.47255638241767883,24.126,0.2617,0.1449,0.455,0.4692
./structures/5c/5c1v.A.pdb,0,0.09381751716136932,0.949,0.9787,0.9085,0.9861,0.9596
./structures/5c/5c1v.A.pdb,1,0.09888538718223572,0.992,0.9771,0.9069,0.9852,0.9548
./structures/5c/5c1v.A.pdb,2,0.1140255257487297,1.329,0.9558,0.832,0.9768,0.9382
./structures/5c/5c1v.A.pdb,3,0.18067578971385956,1.217,0.9819,0.8983,0.9832,0.9543
./structures/5c/5c1v.A.pdb,4,0.11754126846790314,1.101,0.9771,0.8967,0.9843,0.9535
./structures/5f/5flu.E.pdb,0,0.09387514740228653,6.955,0.8052,0.6288,0.8604,0.8578
./structures/5f/5flu.E.pdb,1,0.04339907318353653,4.018,0.8052,0.6227,0.8558,0.8485
./structures/5f/5flu.E.pdb,2,0.005163875408470631,1.563,0.8696,0.684,0.9251,0.8644
./structures/5f/5flu.E.pdb,3,-0.008231583051383495,11.255,0.7945,0.6258,0.8419,0.8558
./structures/5f/5flu.E.pdb,4,0.030795438215136528,4.475,0.8298,0.6549,0.8765,0.8639
./structures/5h/5hmg.A.pdb,0,-0.9531502723693848,27.915,0.1402,0.0678,0.2537,0.2913
./structures/5h/5hmg.A.pdb,1,-0.9050625562667847,32.927,0.1402,0.0716,0.2697,0.3023
./structures/5h/5hmg.A.pdb,2,-1.083715558052063,32.004,0.0838,0.0427,0.1812,0.264
./structures/5h/5hmg.A.pdb,3,-1.0514434576034546,33.657,0.1136,0.0625,0.2273,0.2739
./structures/5h/5hmg.A.pdb,4,-1.0594719648361206,32.269,0.096,0.0518,0.1975,0.2862
./structures/5i/5i2m.A.pdb,0,-1.0437147617340088,35.969,0.1174,0.0844,0.1777,0.2765
./structures/5i/5i2m.A.pdb,1,-0.9655299782752991,36.254,0.1137,0.0825,0.1673,0.2718
./structures/5i/5i2m.A.pdb,2,-1.2837117910385132,37.651,0.0776,0.0495,0.181,0.2265
./structures/5i/5i2m.A.pdb,3,-1.1460816860198975,36.817,0.1149,0.0776,0.1823,0.248
./structures/5i/5i2m.A.pdb,4,-0.9761506915092468,34.606,0.0856,0.0605,0.1641,0.2601
./structures/5j/5jzh.A.pdb,0,-1.6727626323699951,32.134,0.0825,0.0513,0.1644,0.2375
./structures/5j/5jzh.A.pdb,1,-1.5459599494934082,30.989,0.0896,0.0531,0.1943,0.2581
./structures/5j/5jzh.A.pdb,2,-1.57313871383667,30.412,0.0637,0.033,0.1612,0.2598
./structures/5j/5jzh.A.pdb,3,-1.4820085763931274,34.503,0.0849,0.0466,0.1877,0.2677
./structures/5j/5jzh.A.pdb,4,-0.7978910803794861,23.869,0.1899,0.115,0.2864,0.418
./structures/5k/5keq.F.pdb,0,-1.3355095386505127,52.601,0.046,0.0254,0.1075,0.1996
./structures/5k/5keq.F.pdb,1,-1.2462499141693115,34.03,0.0481,0.0254,0.1525,0.22
./structures/5k/5keq.F.pdb,2,-1.3158454895019531,54.067,0.0412,0.0217,0.1019,0.1946
./structures/5k/5keq.F.pdb,3,-1.3157824277877808,41.582,0.047,0.0291,0.1271,0.2081
./structures/5k/5keq.F.pdb,4,-1.5208418369293213,41.645,0.0433,0.0217,0.1365,0.1801
./structures/5l/5l35.D.pdb,0,-1.5525568723678589,26.802,0.1884,0.1374,0.2579,0.2555
./structures/5l/5l35.D.pdb,1,-1.021165132522583,27.297,0.2393,0.1588,0.3625,0.4347
./structures/5l/5l35.D.pdb,2,-0.5260254144668579,35.516,0.34,0.2227,0.4863,0.5242
./structures/5l/5l35.D.pdb,3,-0.44990041851997375,22.137,0.3229,0.2162,0.4733,0.542
./structures/5l/5l35.D.pdb,4,-0.4516559839248657,18.107,0.3537,0.2393,0.5194,0.5681
./structures/3r/3r9j.C.pdb,0,-0.42757275700569153,11.653,0.5607,0.4179,0.538,0.6232
./structures/3r/3r9j.C.pdb,1,-0.49867188930511475,11.006,0.5357,0.3857,0.5096,0.5944
./structures/3r/3r9j.C.pdb,2,-0.30360862612724304,11.807,0.5429,0.3964,0.5278,0.6439
./structures/3r/3r9j.C.pdb,3,-0.3161659836769104,11.061,0.5179,0.3679,0.5004,0.6308
./structures/3r/3r9j.C.pdb,4,-0.38092055916786194,10.089,0.5179,0.3714,0.5136,0.6024
./structures/1c/1cee.B.pdb,0,-0.6545865535736084,9.666,0.3729,0.2331,0.265,0.5083
./structures/1c/1cee.B.pdb,1,-0.976573646068573,11.95,0.3559,0.2415,0.2651,0.5058
./structures/1c/1cee.B.pdb,2,-1.2295262813568115,15.528,0.3347,0.2331,0.2755,0.4219
./structures/1c/1cee.B.pdb,3,-1.1759709119796753,13.77,0.339,0.2203,0.2728,0.4859
./structures/1c/1cee.B.pdb,4,-0.6887282729148865,11.244,0.339,0.2246,0.2448,0.5399
./structures/2h/2h44.A.pdb,0,0.3572984039783478,4.796,0.9195,0.8067,0.9388,0.898
./structures/2h/2h44.A.pdb,1,0.40124598145484924,4.878,0.9072,0.7699,0.9356,0.9012
./structures/2h/2h44.A.pdb,2,0.4013831913471222,4.928,0.9241,0.7968,0.9392,0.9057
./structures/2h/2h44.A.pdb,3,0.3696351647377014,4.896,0.9133,0.7899,0.9373,0.8976
./structures/2h/2h44.A.pdb,4,0.39848780632019043,4.891,0.9233,0.8067,0.94,0.9007
./structures/2g/2grm.B.pdb,0,0.005436828825622797,12.274,0.5127,0.3659,0.6478,0.7471
./structures/2g/2grm.B.pdb,1,-0.04090900346636772,11.301,0.5365,0.3944,0.6681,0.7511
./structures/2g/2grm.B.pdb,2,0.009579750709235668,10.784,0.5294,0.3738,0.6738,0.753
./structures/2g/2grm.B.pdb,3,-0.011511435732245445,12.545,0.5397,0.3889,0.6684,0.7493
./structures/2g/2grm.B.pdb,4,0.00496348412707448,11.057,0.5603,0.4111,0.6926,0.775
./structures/2c/2c1v.B.pdb,0,0.01548270508646965,7.367,0.8679,0.7231,0.9168,0.8599
./structures/2c/2c1v.B.pdb,1,0.10584751516580582,2.967,0.8813,0.7276,0.9327,0.86
./structures/2c/2c1v.B.pdb,2,0.07194142788648605,4.286,0.8694,0.7112,0.9254,0.8646
./structures/2c/2c1v.B.pdb,3,0.09483619034290314,3.639,0.8799,0.7246,0.9234,0.8647
./structures/2c/2c1v.B.pdb,4,0.07500188052654266,4.859,0.8769,0.7246,0.9267,0.8696
./structures/3k/3kds.G.pdb,0,-0.1441754698753357,12.608,0.4977,0.3697,0.6124,0.875
./structures/3k/3kds.G.pdb,1,-0.11746154725551605,8.104,0.5423,0.392,0.6892,0.8813
./structures/3k/3kds.G.pdb,2,-0.07339942455291748,10.268,0.5035,0.395,0.6065,0.8819
./structures/3k/3kds.G.pdb,3,-0.13043256103992462,20.905,0.1391,0.0704,0.2998,0.8678
./structures/3k/3kds.G.pdb,4,-0.12328110635280609,8.776,0.5164,0.392,0.6368,0.8755
./structures/2g/2ged.B.pdb,0,-0.22539182007312775,7.16,0.6365,0.4479,0.7368,0.7081
./structures/2g/2ged.B.pdb,1,-0.13337591290473938,7.3,0.6304,0.4463,0.7308,0.6977
./structures/2g/2ged.B.pdb,2,-0.12272236496210098,7.343,0.6334,0.4433,0.7303,0.7143
./structures/2g/2ged.B.pdb,3,-0.16009463369846344,7.586,0.6334,0.4463,0.7242,0.6913
./structures/2g/2ged.B.pdb,4,-0.2478669434785843,7.377,0.6442,0.4525,0.738,0.701
./structures/2l/2lel.A.pdb,0,-0.042772404849529266,12.226,0.5642,0.402,0.5487,0.5679
./structures/2l/2lel.A.pdb,1,-0.2618134915828705,12.701,0.5541,0.3919,0.5401,0.5594
./structures/2l/2lel.A.pdb,2,-0.043812092393636703,10.994,0.5608,0.402,0.5512,0.5787
./structures/2l/2lel.A.pdb,3,-0.09109663963317871,11.019,0.5574,0.402,0.549,0.574
./structures/2l/2lel.A.pdb,4,-0.1967790722846985,10.319,0.5608,0.3953,0.5523,0.544
./structures/2l/2lv1.A.pdb,0,-0.4595736563205719,25.398,0.5136,0.3537,0.5762,0.6063
./structures/2l/2lv1.A.pdb,1,-0.4240550994873047,21.494,0.5323,0.3656,0.5908,0.6292
./structures/2l/2lv1.A.pdb,2,-0.4628899097442627,23.2,0.5255,0.3605,0.5895,0.6238
